image_path,crowding,confidence
Teeth or Dental Image Dataset/Upper Front/UF 0378.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0379.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0380.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0381.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0382.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0383.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0384.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0385.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0386.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0387.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0388.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0389.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0390.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0391.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0392.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0393.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0394.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0395.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0396.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0397.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0398.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0399.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0400.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0401.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0402.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0403.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0404.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0405.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0406.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0407.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0408.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0409.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0410.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0411.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0412.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0413.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0414.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0415.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0416.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0417.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0418.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0419.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0420.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0421.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0422.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0423.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0424.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0425.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0426.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0427.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0428.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0429.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0430.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0431.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0432.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0433.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0434.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0435.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0436.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0437.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0438.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0439.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0440.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0441.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0442.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0443.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0444.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0445.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0446.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0447.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0448.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0449.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0450.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0451.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0452.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0453.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0454.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0455.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0456.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0457.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0458.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0459.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0460.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0461.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0462.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0463.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0464.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0465.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0466.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0467.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0468.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0469.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0470.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0471.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0472.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0473.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0474.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0475.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0476.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0477.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0478.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0479.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0480.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0481.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0482.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0483.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0484.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0485.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0486.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0487.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0488.jpg,0,0.75
Teeth or Dental Image Dataset/Upper Front/UF 0489.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0490.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0491.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0492.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0493.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0494.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0495.jpg,0,0.90
Teeth or Dental Image Dataset/Upper Front/UF 0496.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0497.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0498.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0499.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0500.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0501.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0502.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0503.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0504.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0505.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0506.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0507.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0508.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0509.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0510.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0511.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0512.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0513.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0514.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0515.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0516.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0517.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0518.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0519.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0520.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0521.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0522.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0523.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0524.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0525.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0526.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0527.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0528.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0529.jpg,0,0.90
Teeth or Dental Image Dataset/Upper Front/UF 0530.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0531.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0532.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0533.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0534.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0535.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0536.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0537.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0538.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0539.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0540.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0541.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0542.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0543.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0544.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0545.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0546.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0547.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0548.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0549.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0550.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0551.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0552.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0553.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0554.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0555.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0556.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0557.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0558.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0559.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0560.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0561.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0562.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0563.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0564.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0565.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0566.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0567.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0568.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0569.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0570.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0571.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0572.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0573.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0574.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0575.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0576.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0577.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0578.jpg,0,0.90
Teeth or Dental Image Dataset/Upper Front/UF 0579.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0580.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0581.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0582.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0583.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0584.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0585.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0586.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0587.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0588.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0589.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0590.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0591.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0592.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0593.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0594.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0595.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0596.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0597.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0598.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0599.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0600.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0601.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0602.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0603.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0604.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0605.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0606.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0607.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0608.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0609.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0610.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0611.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0612.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0613.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0614.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0615.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0616.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0617.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0618.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0619.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0620.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0621.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0622.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0623.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0624.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0625.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0626.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0627.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0628.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0629.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0630.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0631.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0632.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0633.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0634.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0635.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0636.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0637.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0638.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0639.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0640.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0641.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0642.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0643.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0644.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0645.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0646.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0647.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0648.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0649.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0650.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0651.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0652.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0653.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0654.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0655.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0656.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0657.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0658.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0659.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0660.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0661.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0662.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0663.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0664.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0665.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0666.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0667.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0668.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0669.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0670.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0671.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0672.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0673.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0674.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0675.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0676.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0677.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0678.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0679.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0680.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0681.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0682.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0683.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0684.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0685.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0686.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0687.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0688.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0689.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0690.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0691.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0692.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0693.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0694.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0695.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0696.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0697.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0698.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0699.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0700.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0701.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0702.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0703.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0704.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0705.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0706.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0707.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0708.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0709.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0710.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0711.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0712.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0713.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0714.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0715.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0716.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0717.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0718.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0719.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0720.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0721.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0722.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0723.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0724.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0725.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0726.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0727.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0728.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0729.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0730.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0731.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0732.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0733.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0734.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0735.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0736.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0737.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0738.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0739.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0740.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0741.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0742.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0743.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0744.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0745.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0746.jpg,0,0.92
Teeth or Dental Image Dataset/Upper Front/UF 0747.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0748.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0749.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0750.jpg,0,0.95
Teeth or Dental Image Dataset/Upper Front/UF 0751.jpg,1,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0752.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0753.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0754.jpg,0,0.85
Teeth or Dental Image Dataset/Upper Front/UF 0755.jpg,0,0.85
